Event,Type,Net,Length,Maturity,Board,Dorsal,Lateral
37,RMT8,1,41,FS1,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,53,FA2,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,49,FA2,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,52,MA1,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,51,MA1,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,48,FA2,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,35,FS1,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,51,FA2,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,53,FA1,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,43,MS1,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,53,FA2,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,53,FA2,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,50,MA1,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,55,FA2,1,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG
37,RMT8,1,55,FA2,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,42,MS1,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,49,FA2,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,56,FA2,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,35,FS1,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,49,MA1,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,56,FA2,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,55,FA2,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,56,FA2,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,52,FA2,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,48,FA2,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,54,MA1,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,55,FA2,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,53,FA2,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,55,FA2,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,52,MA1,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,41,FS1,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,39,MS1,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,52,FA2,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,56,FA2,2,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG
37,RMT8,1,49,MA2,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,39,MS1,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,49,FA2,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,53,FA2,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,44,MS1,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,39,FS1,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,52,MA1,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,54,FA2,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,49,MA1,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,57,FA3,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,43,FS1,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,50,MA1,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,54,FA2,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,56,FA3,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,53,FA3,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,58,FA3,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,55,FA3,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,51,MA1,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,59,FA3,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,51,MA1,3,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG
37,RMT8,1,56,MA2,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,54,FA3,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,43,MS1,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,38,MS1,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,55,FA3,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,54,FA3,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,35,FS1,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,39,MS1,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,35,J,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,52,MA1,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,52,FA2,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,53,FA2,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,41,FS1,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,54,FA3,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,59,FA3,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,38,FS1,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,52,FA3,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,53,FA3,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,49,MA2,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,40,FS1,5,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG
37,RMT8,1,47,MA1,6,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG
37,RMT8,1,45,FS1,6,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG
37,RMT8,1,39,FS1,6,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG
37,RMT8,1,43,MS1,6,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG
37,RMT8,1,50,FA3,6,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG
37,RMT8,1,40,FS1,6,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG
37,RMT8,1,53,FA3,6,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG
37,RMT8,1,55,FA3,6,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG
37,RMT8,1,44,MS1,6,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG
37,RMT8,1,45,MS2,6,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG
37,RMT8,1,39,MS1,6,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG
37,RMT8,1,43,MS1,6,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG
37,RMT8,1,40,FS1,6,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG
37,RMT8,2,57,FA3,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,60,FA3,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,53,FA3,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,53,FA3,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,41,MS1,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,50,MA2,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,60,FA3,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,56,FA2,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,51,FA2,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,56,FA3,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,49,FA2,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,53,FA3,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,57,FA3,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,56,FA2,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,59,FA3,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,58,FA3,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,52,FA2,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,50,FA2,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,49,MA1,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,53,FA3,1,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG
37,RMT8,2,55,FA3,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,34,J,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,51,FA3,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,52,FA3,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,52,MA1,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,42,MS1,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,37,FS1,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,41,FS1,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,52,FA3,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,49,FA2,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,56,FA3,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,56,FA3,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,56,FA3,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,58,FA3,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,53,FA2,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,52,FA3,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,57,FA3,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,52,FA3,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,55,MA2,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,56,FA3,2,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG
37,RMT8,2,55,FA3,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,43,MS1,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,53,FA1,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,54,MA1,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,41,FS1,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,54,FA3,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,37,FS1,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,48,FA2,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,54,MA2,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,55,MA2,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,58,FA3,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,57,FA3,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,56,FA2,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,48,MA1,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,52,MA2,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,42,FS1,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,54,MA1,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,53,FA2,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,54,FA2,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,51,MA2,3,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG
37,RMT8,2,55,MA3,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,57,FA3,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,51,MA2,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,51,MA2,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,57,FA3,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,49,FA2,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,54,MA2,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,54,FA3,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,52,MA2,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,54,FA2,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,56,FA2,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,53,FA2,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,52,FA2,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,52,MA1,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,58,FA3,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,49,MA1,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,54,FA2,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,58,FA2,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,41,FS1,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,58,FA3,4,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG
37,RMT8,2,53,FA3,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,56,FA3,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,50,FA2,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,50,MA2,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,55,FA3,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,52,MA1,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,41,FS1,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,53,FA3,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,53,FA3,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,54,MA2,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,52,FA2,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,58,FA3,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,50,FA3,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,51,MA1,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,,FA2,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,55,FA3,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,53,MA2,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,52,MA1,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,50,FA3,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
37,RMT8,2,55,FA3,5,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG
38,RMT8,2,51,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,49,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,54,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,55,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,57,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,56,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,53,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,53,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,56,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,52,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,52,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,54,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,58,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,55,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,52,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,51,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,56,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,54,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,52,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,51,FA3,1,JR260B_krill_image_54.JPG,JR260B_krill_image_53.JPG
38,RMT8,2,56,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,58,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,54,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,56,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,56,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,54,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,56,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,55,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,54,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,55,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,52,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,56,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,56,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,54,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,55,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,52,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,51,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,54,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,54,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,56,FA3,2,JR260B_krill_image_56.JPG,JR260B_krill_image_55.JPG
38,RMT8,2,53,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,58,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,57,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,50,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,52,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,56,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,59,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,56,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,54,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,54,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,56,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,50,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,50,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,59,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,59,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,55,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,60,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,54,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,54,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,56,FA3,3,JR260B_krill_image_58.JPG,JR260B_krill_image_57.JPG
38,RMT8,2,53,FA2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,50,FA2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,53,FA2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,53,FA2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,53,FA2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,53,FA2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,49,FA2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,51,FA2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,55,FA2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,54,MA2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,51,FA2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,42,MS2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,44,MS2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,44,MS2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,47,MS2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,37,MS2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,36,MS2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,41,MS2,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,33,MS1,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,2,37,MS1,5,JR260B_krill_image_62.JPG,JR260B_krill_image_61.JPG
38,RMT8,1,32,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,39,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,43,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,39,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,39,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,37,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,39,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,37,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,39,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,41,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,37,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,38,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,39,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,37,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,41,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,34,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,41,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,39,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
